Node Availabilities

Id,Type,Method,Value,MTTR,Index
node_1,OTS,INHERIT,1,0
node_1,OMS,INHERIT,1,0
node_1,OXC,INHERIT,1,0
node_1,PP,INHERIT,1,0
node_1,ODU XC,INHERIT,1,0
node_1,DXC,INHERIT,1,0
node_1,LOP,INHERIT,1,0
node_2,OTS,INHERIT,1,0
node_2,OMS,INHERIT,1,0
node_2,OXC,INHERIT,1,0
node_2,PP,INHERIT,1,0
node_2,ODU XC,INHERIT,1,0
node_2,DXC,INHERIT,1,0
node_2,LOP,INHERIT,1,0
node_3,OTS,INHERIT,1,0
node_3,OMS,INHERIT,1,0
node_3,OXC,INHERIT,1,0
node_3,PP,INHERIT,1,0
node_3,ODU XC,INHERIT,1,0
node_3,DXC,INHERIT,1,0
node_3,LOP,INHERIT,1,0
node_4,OTS,INHERIT,1,0
node_4,OMS,INHERIT,1,0
node_4,OXC,INHERIT,1,0
node_4,PP,INHERIT,1,0
node_4,ODU XC,INHERIT,1,0
node_4,DXC,INHERIT,1,0
node_4,LOP,INHERIT,1,0
node_5,OTS,INHERIT,1,0
node_5,OMS,INHERIT,1,0
node_5,OXC,INHERIT,1,0
node_5,PP,INHERIT,1,0
node_5,ODU XC,INHERIT,1,0
node_5,DXC,INHERIT,1,0
node_5,LOP,INHERIT,1,0
node_6,OTS,INHERIT,1,0
node_6,OMS,INHERIT,1,0
node_6,OXC,INHERIT,1,0
node_6,PP,INHERIT,1,0
node_6,ODU XC,INHERIT,1,0
node_6,DXC,INHERIT,1,0
node_6,LOP,INHERIT,1,0
node_9,OTS,INHERIT,1,0
node_9,OMS,INHERIT,1,0
node_9,OXC,INHERIT,1,0
node_9,PP,INHERIT,1,0
node_9,ODU XC,INHERIT,1,0
node_9,DXC,INHERIT,1,0
node_9,LOP,INHERIT,1,0
node_7,OTS,INHERIT,1,0
node_7,OMS,INHERIT,1,0
node_7,OXC,INHERIT,1,0
node_7,PP,INHERIT,1,0
node_7,ODU XC,INHERIT,1,0
node_7,DXC,INHERIT,1,0
node_7,LOP,INHERIT,1,0
node_8,OTS,INHERIT,1,0
node_8,OMS,INHERIT,1,0
node_8,OXC,INHERIT,1,0
node_8,PP,INHERIT,1,0
node_8,ODU XC,INHERIT,1,0
node_8,DXC,INHERIT,1,0
node_8,LOP,INHERIT,1,0
